	danceability	energy	loudness	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms
591	0.574	0.96	-4.906	0.032	0.0457	0.0	0.121	0.978	117.486	254733.0
592	0.523	0.803	-5.189	0.045	0.579	0.0	0.0948	0.898	132.316	145293.0
593	0.555	0.649	-13.345	0.0302	0.234	0.0695	0.0554	0.596	101.743	269227.0
594	0.479	0.778	-5.922	0.0765	0.14	0.0365	0.234	0.446	127.616	547467.0
595	0.645	0.903	-10.587	0.0441	0.00188	0.799	0.147	0.61	135.977	222436.0
596	0.7	0.709	-5.006	0.0838	0.0048	0.0	0.029	0.624	122.019	202960.0
597	0.352	0.911	-5.23	0.0747	0.00121	0.0	0.0995	0.236	148.033	222973.0
598	0.268	0.98	-5.958	0.103	0.0192	0.00709	0.182	0.395	100.315	405600.0
599	0.679	0.715	-6.383	0.0407	0.0755	0.0	0.271	0.571	127.435	214148.0
600	0.541	0.571	-8.308	0.16	0.0123	1.55e-06	0.0933	0.73	77.335	289587.0
601	0.709	0.699	-11.905	0.0466	0.0291	0.295	0.0673	0.592	125.377	223733.0
602	0.855	0.691	-6.51	0.0514	0.144	0.0	0.36	0.647	121.472	202733.0
603	0.674	0.598	-10.888	0.0331	0.509	0.0	0.288	0.746	119.298	259373.0
604	0.528	0.439	-10.152	0.0349	0.507	0.00122	0.102	0.318	188.113	236949.0
605	0.606	0.646	-8.485	0.0489	0.231	0.00121	0.0471	0.79	86.771	258853.0
606	0.544	0.355	-17.764	0.0479	0.0642	1.73e-05	0.117	0.746	81.525	295373.0
607	0.653	0.658	-10.38	0.0335	0.225	0.00108	0.0599	0.575	122.074	256267.0
608	0.565	0.503	-8.638	0.0283	0.138	0.0	0.0945	0.567	141.042	262867.0
609	0.379	0.562	-8.078	0.0376	0.0741	1.17e-05	0.137	0.172	173.861	274056.0
610	0.532	0.663	-5.886	0.0292	0.425	1.07e-06	0.0734	0.756	75.14	159347.0
611	0.28	0.779	-5.104	0.0513	0.0435	0.0	0.37	0.345	167.134	239173.0
612	0.768	0.809	-4.204	0.0616	0.278	0.0	0.139	0.748	111.989	177773.0
613	0.785	0.716	-5.797	0.0462	0.0889	0.195	0.165	0.709	100.009	284987.0
614	0.363	0.849	-7.744	0.0554	0.0666	0.00517	0.306	0.429	170.627	196227.0
615	0.541	0.864	-4.915	0.0357	0.00118	0.0	0.0896	0.435	124.557	216067.0
616	0.507	0.588	-4.881	0.0641	0.0359	0.000129	0.373	0.637	170.889	278707.0
617	0.532	0.495	-6.662	0.0343	0.659	0.0	0.0754	0.308	124.936	214240.0
618	0.833	0.663	-7.859	0.058	0.273	0.016	0.0327	0.859	141.551	179067.0
619	0.729	0.807	-7.324	0.0605	0.00568	0.658	0.0901	0.324	131.99	321840.0
620	0.564	0.774	-9.424	0.0368	0.0135	0.00191	0.0861	0.657	100.894	277477.0
621	0.623	0.974	-4.922	0.0715	0.00521	1.87e-05	0.0775	0.71	141.235	252720.0
622	0.365	0.257	-9.979	0.0504	0.89	0.0	0.12	0.412	172.171	169765.0
623	0.752	0.454	-12.023	0.0277	0.422	0.000108	0.103	0.924	105.614	280320.0
624	0.785	0.767	-9.92	0.0414	0.0374	6.16e-05	0.264	0.967	131.105	425560.0
625	0.471	0.758	-8.308	0.0401	0.0317	0.514	0.199	0.558	125.791	408827.0
626	0.714	0.642	-10.241	0.0868	0.00251	0.887	0.186	0.102	137.834	177027.0
627	0.667	0.747	-7.059	0.189	0.337	0.0	0.115	0.918	86.917	203493.0
628	0.467	0.825	-4.847	0.0317	0.11	0.0451	0.11	0.88	75.463	190893.0
629	0.704	0.408	-13.558	0.0346	0.721	0.104	0.141	0.264	122.544	393867.0
630	0.592	0.835	-8.475	0.032	0.0393	0.209	0.665	0.703	114.436	308427.0
631	0.535	0.725	-5.861	0.0302	0.013	0.0	0.156	0.509	122.84	218840.0
632	0.52	0.875	-8.075	0.151	0.0215	0.03	0.0709	0.887	169.214	233067.0
633	0.506	0.766	-8.242	0.0304	0.0434	0.161	0.27	0.611	112.64	217360.0
634	0.585	0.831	-6.206	0.0453	0.244	4.64e-06	0.0539	0.701	137.271	308760.0
635	0.506	0.371	-6.511	0.0351	0.182	4.53e-06	0.149	0.227	77.857	219912.0
636	0.825	0.393	-10.875	0.0771	0.039	0.000905	0.0609	0.62	98.94	223507.0
637	0.658	0.575	-10.365	0.0267	0.243	0.0	0.122	0.504	108.329	239827.0
638	0.649	0.898	-6.018	0.0428	0.207	0.0103	0.193	0.797	111.151	191560.0
639	0.35	0.985	-5.676	0.122	0.00876	0.551	0.36	0.323	151.007	343640.0
640	0.673	0.823	-6.942	0.0534	0.0992	4.74e-05	0.971	0.803	90.854	317027.0
641	0.823	0.981	-4.483	0.074	0.397	0.443	0.0588	0.539	104.306	338985.0
642	0.712	0.281	-15.497	0.0332	0.638	3.66e-05	0.0797	0.807	112.787	309973.0
643	0.7	0.73	-8.763	0.0311	0.132	0.0	0.133	0.961	130.519	316067.0
644	0.403	0.962	-3.232	0.0924	0.000778	0.0	0.117	0.377	154.068	238973.0
645	0.575	0.912	-7.275	0.0393	0.0916	0.00211	0.0562	0.843	117.399	207267.0
646	0.531	0.909	-4.236	0.034	0.0175	0.0	0.231	0.814	97.546	178000.0
647	0.407	0.293	-10.635	0.0327	0.733	0.00207	0.109	0.0875	143.237	223240.0
648	0.761	0.412	-8.283	0.0332	0.177	0.0	0.0812	0.717	108.961	161800.0
649	0.73	0.868	-7.325	0.0288	0.0632	0.0661	0.318	0.923	148.217	350400.0
650	0.4	0.747	-9.438	0.045	0.163	0.0	0.0774	0.674	203.396	219289.0
651	0.736	0.118	-26.03	0.0395	0.483	0.841	0.11	0.651	130.024	254189.0
652	0.563	0.865	-5.277	0.16	0.0472	0.000191	0.77	0.601	156.271	209413.0
653	0.644	0.468	-11.824	0.0953	0.517	0.0	0.162	0.959	159.498	150520.0
654	0.618	0.938	-3.442	0.0456	0.0179	0.0	0.167	0.875	91.455	269000.0
655	0.614	0.891	-5.235	0.0506	0.0679	1.83e-06	0.98	0.66	99.035	355533.0
656	0.595	0.717	-4.803	0.0295	0.0779	0.00274	0.108	0.547	88.969	215907.0
657	0.732	0.893	-8.355	0.0488	0.0816	2.05e-05	0.0783	0.654	125.487	305467.0
658	0.6	0.839	-5.495	0.0314	0.337	0.000257	0.0667	0.381	128.846	315587.0
659	0.585	0.52	-6.136	0.0712	0.124	7.01e-05	0.131	0.129	159.801	218147.0
660	0.683	0.63	-8.844	0.0296	0.363	0.000873	0.314	0.481	102.457	261440.0
661	0.764	0.271	-5.697	0.0414	0.037	0.0	0.175	0.0371	116.019	262453.0
662	0.701	0.656	-10.958	0.0326	0.151	0.000121	0.0739	0.852	102.877	243533.0
663	0.55	0.765	-8.684	0.0287	4.76e-06	0.873	0.132	0.419	139.46	252533.0
664	0.748	0.733	-4.421	0.072	0.0062	0.0	0.329	0.291	93.019	312240.0
665	0.331	0.558	-5.506	0.031	0.0689	1.96e-06	0.124	0.0985	150.19	303120.0
666	0.627	0.849	-10.61	0.0309	0.137	0.0	0.319	0.817	125.058	256227.0
667	0.498	0.862	-6.02	0.0589	0.000313	0.00941	0.352	0.47	128.034	192294.0
668	0.706	0.814	-5.405	0.0569	0.0159	0.0	0.262	0.778	125.472	217693.0
669	0.596	0.448	-9.616	0.0396	0.365	5.3e-06	0.206	0.796	83.293	264504.0
670	0.7	0.726	-7.717	0.0329	0.434	1.1e-06	0.0963	0.641	130.109	243267.0
671	0.485	0.333	-10.311	0.0299	0.0251	0.000252	0.306	0.214	147.769	207987.0
672	0.596	0.997	-1.419	0.123	0.003	0.0	0.333	0.264	109.963	198720.0
673	0.847	0.599	-11.607	0.0422	0.0559	0.00483	0.192	0.873	119.997	432893.0
674	0.642	0.762	-7.411	0.0296	0.00967	5.72e-05	0.182	0.605	113.038	253200.0
675	0.694	0.47	-13.302	0.0315	0.0438	0.0	0.0557	0.754	77.967	290933.0
676	0.747	0.878	-7.637	0.0654	0.0449	0.00406	0.206	0.7	108.891	227030.0
677	0.406	0.306	-10.482	0.0372	0.313	0.0079	0.0727	0.073	135.272	652560.0
678	0.445	0.706	-9.803	0.0461	0.234	0.000252	0.205	0.768	80.823	266720.0
679	0.54	0.621	-13.165	0.0369	0.00292	0.00287	0.367	0.195	130.202	208133.0
680	0.632	0.586	-11.333	0.0284	0.0983	0.581	0.0535	0.89	114.243	342173.0
681	0.448	0.838	-5.257	0.0557	0.21	0.000131	0.131	0.254	139.863	208907.0
682	0.429	0.661	-7.227	0.0281	0.00239	0.000121	0.234	0.285	173.372	266773.0
683	0.885	0.664	-11.795	0.0524	0.145	0.0483	0.0767	0.906	121.632	298867.0
684	0.348	0.635	-6.836	0.0386	0.0932	0.0	0.126	0.144	87.974	306240.0
685	0.518	0.761	-7.025	0.0452	0.158	0.00765	0.0715	0.576	118.738	170800.0
686	0.577	0.588	-9.683	0.027	0.021	0.000213	0.0574	0.962	148.029	218413.0
687	0.181	0.849	-10.595	0.12	0.142	0.00122	0.987	0.54	204.598	255093.0
688	0.567	0.72	-5.715	0.0241	0.000664	1.77e-05	0.121	0.342	106.022	200987.0
689	0.51	0.915	-3.036	0.0562	0.00884	1.75e-05	0.205	0.459	123.257	319227.0
690	0.424	0.588	-5.455	0.0278	0.0553	4.95e-06	0.298	0.193	144.636	226680.0
691	0.84	0.56	-10.53	0.21	0.00195	0.00417	0.633	0.775	111.815	261853.0
692	0.212	0.732	-5.751	0.0635	0.184	0.00472	0.296	0.17	73.419	393027.0
693	0.84	0.304	-6.52	0.101	0.0732	1.76e-05	0.115	0.656	76.474	143476.0
694	0.554	0.927	-3.641	0.0378	0.044	3.32e-06	0.0876	0.81	138.0	188613.0
695	0.381	0.899	-4.968	0.0449	0.000312	0.433	0.358	0.339	186.886	275200.0
696	0.446	0.41	-11.431	0.0289	0.736	0.0	0.122	0.318	156.274	245000.0
697	0.737	0.555	-10.423	0.0376	0.112	0.00023	0.0755	0.976	137.912	169613.0
698	0.36	0.501	-9.129	0.0258	0.0638	9.32e-05	0.172	0.324	74.807	264067.0
699	0.441	0.466	-9.101	0.0284	0.612	7.37e-05	0.112	0.464	139.07	271293.0
700	0.429	0.669	-6.446	0.0783	0.0637	0.0	0.0955	0.611	82.725	180813.0
701	0.65	0.535	-13.325	0.0282	0.118	0.0	0.187	0.9	173.8	255293.0
702	0.474	0.917	-4.19	0.0395	0.582	0.231	0.201	0.902	152.113	241040.0
703	0.444	0.339	-13.156	0.0273	0.477	0.00664	0.112	0.297	72.637	218560.0
704	0.589	0.569	-8.405	0.0252	0.000793	0.117	0.11	0.385	102.066	275643.0
705	0.531	0.857	-6.152	0.0342	0.0679	0.0104	0.233	0.745	142.476	176520.0
706	0.584	0.889	-5.941	0.0343	0.0462	0.828	0.309	0.464	126.04	199907.0
707	0.556	0.319	-8.251	0.0281	0.893	0.0	0.0996	0.294	135.187	285240.0
708	0.592	0.458	-8.127	0.169	0.284	0.883	0.156	0.215	174.073	148966.0
709	0.151	0.854	-4.508	0.052	0.00179	0.000851	0.0878	0.287	181.264	267573.0
710	0.739	0.623	-5.593	0.0738	0.254	0.000212	0.129	0.821	115.139	219280.0
711	0.706	0.713	-5.512	0.0301	0.0596	0.0	0.132	0.544	102.037	257133.0
712	0.409	0.932	-4.538	0.0339	1.87e-05	1.6e-06	0.31	0.591	131.761	166640.0
713	0.59	0.662	-9.226	0.0313	0.141	0.0	0.0935	0.651	113.455	225840.0
714	0.758	0.674	-4.533	0.108	0.0903	0.0	0.0902	0.424	97.977	181224.0
715	0.797	0.872	-6.727	0.0575	0.291	0.0	0.284	0.866	129.885	222427.0
716	0.294	0.745	-9.138	0.0461	0.05	0.125	0.676	0.347	134.364	210107.0
717	0.252	0.802	-3.976	0.0391	0.13	0.0146	0.309	0.253	150.056	308667.0
718	0.263	0.871	-7.496	0.131	0.106	0.0	0.363	0.622	206.68	278960.0
719	0.756	0.401	-10.702	0.0526	0.582	0.011	0.0541	0.514	101.954	199396.0
720	0.755	0.619	-12.677	0.0397	0.0779	0.00378	0.0702	0.893	101.988	441360.0
721	0.561	0.51	-12.175	0.0258	0.186	0.0575	0.0674	0.719	94.079	298427.0
722	0.592	0.263	-14.029	0.0568	0.845	5.68e-06	0.127	0.109	76.366	238520.0
723	0.699	0.641	-7.564	0.0289	0.13	0.000218	0.0601	0.728	120.745	187213.0
724	0.647	0.822	-4.662	0.183	0.219	0.0	0.0908	0.962	160.019	232720.0
725	0.635	0.621	-5.936	0.0288	0.0466	0.0	0.128	0.844	105.047	154465.0
726	0.541	0.96	-2.947	0.0505	0.0663	2.25e-06	0.344	0.812	122.803	222707.0
727	0.838	0.757	-5.399	0.0927	0.059	0.0119	0.0271	0.602	124.65	251333.0
728	0.471	0.881	-4.483	0.0467	0.0588	0.000378	0.26	0.544	169.898	158573.0
729	0.707	0.501	-12.143	0.0287	0.63	6.83e-05	0.0482	0.791	113.263	226507.0
730	0.664	0.66	-10.39	0.0989	0.122	0.0	0.075	0.836	126.566	224570.0
731	0.267	0.131	-13.386	0.0339	0.668	6.15e-05	0.0844	0.0368	90.985	154067.0
732	0.67	0.643	-4.553	0.0465	0.118	0.0	0.192	0.703	123.979	201159.0
733	0.9	0.593	-6.629	0.333	0.0554	0.0	0.0304	0.633	92.946	172933.0
734	0.674	0.778	-5.367	0.0376	0.0469	0.0	0.145	0.816	90.01	189933.0
735	0.62	0.417	-9.51	0.0263	0.8	0.0	0.108	0.706	137.858	208207.0
736	0.46	0.922	-7.388	0.264	0.0449	0.000252	0.34	0.328	119.961	311027.0
737	0.714	0.935	-5.195	0.0849	0.0529	0.0934	0.0515	0.725	121.232	263107.0
738	0.599	0.591	-6.779	0.0454	0.00217	0.00816	0.199	0.149	126.83	342920.0
739	0.165	0.379	-10.475	0.0409	0.443	0.0714	0.0993	0.294	161.969	314600.0
740	0.505	0.759	-6.871	0.0303	0.00112	0.000365	0.168	0.65	128.63	221373.0
741	0.666	0.715	-5.311	0.0374	0.52	0.0	0.465	0.736	115.874	193561.0
742	0.61	0.922	-5.623	0.0341	0.025	0.0219	0.183	0.775	108.458	232760.0
743	0.849	0.19	-9.628	0.0447	0.549	0.00229	0.102	0.203	113.955	200880.0
744	0.674	0.659	-8.049	0.0277	0.00156	0.00765	0.108	0.697	99.768	243587.0
745	0.649	0.425	-9.811	0.0267	0.378	0.0013	0.108	0.651	107.383	304926.0
746	0.739	0.621	-13.604	0.0452	0.215	0.0161	0.0557	0.721	117.11	201600.0
747	0.55	0.954	-5.936	0.0536	0.0397	9.68e-06	0.808	0.564	128.002	236307.0
748	0.674	0.789	-6.903	0.0676	0.00178	0.00708	0.0753	0.918	129.802	121160.0
749	0.436	0.678	-7.211	0.0301	0.457	0.0384	0.0873	0.194	170.287	294867.0
750	0.847	0.552	-7.91	0.0336	0.238	0.00573	0.0659	0.525	105.575	238360.0
751	0.546	0.38	-6.279	0.0291	0.633	0.593	0.0899	0.408	137.02	276600.0
752	0.599	0.762	-6.887	0.0423	0.714	4.43e-06	0.35	0.715	76.961	163373.0
753	0.655	0.606	-10.385	0.0285	0.0603	0.0789	0.0757	0.765	110.061	291686.0
754	0.428	0.773	-8.302	0.039	0.00804	0.000543	0.984	0.443	95.21	414960.0
755	0.704	0.816	-7.121	0.0309	0.438	0.00891	0.354	0.83	131.577	340027.0
756	0.572	0.214	-15.625	0.0293	0.649	0.129	0.125	0.485	95.542	225027.0
757	0.838	0.771	-3.791	0.244	0.0117	0.0	0.0853	0.405	175.957	245387.0
758	0.413	0.809	-4.644	0.0577	0.00011	0.00113	0.158	0.635	140.067	190493.0
759	0.593	0.722	-12.516	0.0465	0.195	0.00108	0.933	0.719	101.539	255000.0
760	0.436	0.133	-18.596	0.0357	0.805	0.000284	0.176	0.134	77.464	238893.0
761	0.787	0.472	-12.824	0.0832	0.221	0.000336	0.153	0.824	120.059	330643.0
762	0.731	0.91	-4.559	0.0918	0.11	0.000447	0.313	0.886	120.991	209160.0
763	0.413	0.725	-5.787	0.0324	0.369	2.16e-05	0.0905	0.44	124.618	429760.0
764	0.867	0.517	-13.222	0.0875	0.00456	0.000339	0.0864	0.866	133.148	257360.0
765	0.31	0.705	-5.633	0.061	0.0507	0.00389	0.299	0.667	206.399	265907.0
766	0.554	0.315	-11.028	0.0298	0.828	5.53e-06	0.101	0.325	128.157	241787.0
767	0.737	0.789	-5.299	0.3	0.0701	0.000933	0.0518	0.891	141.969	178760.0
768	0.539	0.418	-11.039	0.0391	0.25	1.02e-06	0.147	0.212	136.439	232467.0
769	0.664	0.667	-5.941	0.154	0.64	1.22e-06	0.0753	0.381	180.064	227533.0
770	0.422	0.113	-20.652	0.0359	0.973	0.946	0.113	0.0532	51.216	366667.0
771	0.477	0.94	-4.888	0.0423	0.0124	0.032	0.412	0.941	154.82	138360.0
772	0.689	0.452	-12.927	0.0407	0.0293	0.26	0.0672	0.696	152.814	342160.0
773	0.358	0.299	-12.186	0.0492	0.332	0.0	0.4	0.221	170.284	193759.0
774	0.666	0.667	-9.486	0.0388	0.00394	0.000148	0.0733	0.558	118.556	474467.0
775	0.451	0.97	-4.938	0.107	0.0264	0.00355	0.102	0.198	122.444	216933.0
776	0.444	0.771	-4.127	0.0304	0.000234	0.0184	0.108	0.198	139.172	345707.0
777	0.456	0.59	-8.638	0.0327	0.00182	0.00379	0.104	0.243	124.635	283733.0
778	0.702	0.668	-9.237	0.214	0.518	0.0	0.0588	0.561	116.063	378147.0
779	0.465	0.919	-4.025	0.0408	1.83e-05	2.07e-05	0.262	0.537	135.997	235293.0
780	0.537	0.88	-6.873	0.0404	0.0256	0.0	0.467	0.508	113.045	269133.0
781	0.464	0.442	-8.842	0.0315	0.232	1.21e-05	0.0493	0.365	142.13	291092.0
782	0.479	0.379	-11.092	0.0305	0.426	3.53e-05	0.117	0.428	76.029	216507.0
783	0.317	0.172	-10.636	0.0326	0.907	0.000383	0.105	0.0963	65.18	212040.0
784	0.378	0.474	-8.202	0.0271	0.28	0.00138	0.117	0.38	102.379	204960.0
785	0.451	0.907	-6.705	0.0647	0.0109	0.000338	0.14	0.366	124.375	205693.0
786	0.476	0.36	-11.396	0.0494	0.96	1.92e-05	0.118	0.0341	140.575	109741.0
787	0.23	0.859	-5.315	0.0893	0.00365	0.000143	0.977	0.32	142.659	359692.0
788	0.645	0.598	-13.18	0.0335	0.221	3.53e-06	0.0721	0.913	105.929	227267.0
789	0.757	0.83	-13.169	0.0413	0.00129	0.00741	0.0877	0.925	120.883	243133.0
790	0.735	0.795	-6.523	0.113	0.0296	3.18e-05	0.0678	0.905	122.0	188918.0
791	0.854	0.798	-5.557	0.159	0.223	0.0452	0.0828	0.055	125.023	204716.0
792	0.65	0.665	-11.259	0.0372	0.0526	4.62e-06	0.13	0.593	115.51	254267.0
793	0.535	0.883	-5.456	0.033	0.0214	1.17e-05	0.0276	0.253	108.02	281987.0
794	0.5	0.582	-10.592	0.0318	0.109	0.0311	0.144	0.297	84.985	278600.0
795	0.262	0.777	-8.671	0.0632	0.0109	0.113	0.12	0.264	152.5	182733.0
796	0.644	0.502	-9.57	0.42	0.394	0.0	0.142	0.431	113.93	181747.0
797	0.241	0.223	-11.528	0.0389	0.937	0.857	0.115	0.0305	79.408	900000.0
798	0.579	0.849	-5.218	0.0303	0.108	0.0	0.0909	0.581	100.021	196907.0
799	0.582	0.797	-4.926	0.0334	0.23	0.0	0.132	0.595	135.973	196027.0
800	0.292	0.823	-6.763	0.0407	0.0117	7.79e-05	0.155	0.244	89.939	275395.0
801	0.69	0.732	-5.352	0.0497	0.0604	0.00114	0.168	0.636	107.977	178889.0
802	0.611	0.401	-15.091	0.0262	0.0993	7.09e-05	0.0484	0.705	104.517	244000.0
803	0.516	0.517	-10.665	0.028	0.174	0.000162	0.112	0.639	98.141	241573.0
804	0.517	0.206	-12.233	0.0421	0.924	0.0	0.118	0.489	80.401	189187.0
805	0.759	0.7	-6.359	0.0267	0.172	2.45e-06	0.104	0.926	116.741	238320.0
806	0.761	0.67	-12.759	0.0438	0.21	0.000426	0.0684	0.91	120.75	215173.0
807	0.5	0.748	-9.072	0.0363	0.127	0.0	0.447	0.514	118.852	250987.0
808	0.824	0.569	-10.386	0.0348	0.0292	2.35e-05	0.0595	0.703	110.129	286627.0
809	0.741	0.697	-7.028	0.0277	0.0664	2.28e-05	0.133	0.774	116.109	160133.0
810	0.409	0.396	-7.6	0.0306	0.584	5.64e-05	0.159	0.21	73.08	259213.0
811	0.861	0.471	-7.59	0.0511	0.0816	0.0	0.0715	0.722	127.557	310560.0
812	0.695	0.993	-3.114	0.0612	0.00177	0.00246	0.0814	0.281	107.951	247667.0
813	0.497	0.693	-7.024	0.0565	0.19	0.0	0.215	0.358	111.539	296493.0
814	0.606	0.794	-7.168	0.0291	0.119	7.16e-06	0.125	0.584	105.813	302827.0
815	0.485	0.886	-8.27	0.0421	0.0566	4.15e-06	0.781	0.603	130.567	208467.0
816	0.58	0.498	-6.901	0.0277	0.198	0.0	0.132	0.111	116.271	206360.0
817	0.503	0.495	-10.251	0.0328	0.655	0.373	0.0934	0.133	140.032	283387.0
818	0.545	0.865	-5.708	0.0286	0.00664	1.1e-05	0.168	0.543	99.009	233933.0
819	0.598	0.768	-4.713	0.0484	0.106	0.0	0.107	0.206	148.007	189813.0
820	0.636	0.593	-10.269	0.0364	0.0755	0.859	0.0454	0.223	113.007	176283.0
821	0.543	0.944	-7.495	0.0543	0.402	0.000564	0.0373	0.735	101.174	279440.0
822	0.495	0.653	-6.769	0.0361	0.217	0.000458	0.334	0.571	80.897	272947.0
823	0.625	0.629	-13.046	0.027	0.111	0.0119	0.213	0.924	93.168	249280.0
824	0.414	0.7	-8.838	0.0301	0.22	0.000721	0.114	0.37	76.79	308853.0
825	0.7	0.261	-16.95	0.0315	0.317	0.000233	0.0443	0.548	112.443	254467.0
826	0.561	0.87	-6.103	0.343	0.0015	2.82e-06	0.246	0.498	129.98	210093.0
827	0.79	0.649	-7.507	0.0265	0.166	8.87e-05	0.092	0.954	113.798	244427.0
828	0.515	0.805	-4.491	0.0345	0.00993	1.57e-05	0.419	0.743	101.161	194618.0
829	0.348	0.431	-10.546	0.0333	0.16	0.0	0.0969	0.257	193.753	274867.0
830	0.709	0.839	-8.403	0.0367	0.159	0.00209	0.301	0.864	113.186	246013.0
831	0.657	0.7	-6.249	0.0789	0.0487	0.0	0.0887	0.7	162.036	218800.0
832	0.249	0.66	-6.905	0.0342	0.504	0.0026	0.0891	0.435	149.813	248947.0
833	0.474	0.815	-4.585	0.039	0.104	0.00293	0.108	0.556	172.134	197560.0
834	0.792	0.829	-6.612	0.256	0.00103	0.0755	0.582	0.17	93.044	92856.0
835	0.412	0.658	-12.051	0.0708	4.52e-05	0.000774	0.176	0.454	163.071	168406.0
836	0.874	0.318	-6.869	0.0454	0.0353	1.69e-05	0.217	0.919	116.117	215067.0
837	0.546	0.828	-4.771	0.0394	0.719	0.03	0.372	0.401	121.418	153947.0
838	0.615	0.477	-8.816	0.092	0.0558	6.25e-05	0.231	0.731	156.008	259467.0
839	0.475	0.941	-7.042	0.0345	0.000125	0.0102	0.276	0.262	167.973	213113.0
840	0.856	0.692	-10.14	0.0424	0.00127	0.311	0.0435	0.896	98.043	276493.0
841	0.431	0.739	-8.71	0.03	0.000335	0.0581	0.103	0.227	136.594	294000.0
842	0.446	0.37	-15.877	0.027	0.478	0.000205	0.0823	0.256	84.186	273800.0
843	0.492	0.963	-5.322	0.0572	0.000407	6.85e-06	0.674	0.656	96.063	211520.0
844	0.599	0.654	-10.983	0.0377	0.00141	0.189	0.921	0.756	132.21	303987.0
845	0.545	0.366	-9.51	0.0378	0.969	0.267	0.641	0.1	86.997	208212.0
846	0.508	0.774	-5.973	0.0321	0.0586	4.87e-06	0.063	0.942	178.946	141600.0
847	0.263	0.286	-10.34	0.0335	0.857	0.00898	0.105	0.151	99.001	243533.0
848	0.603	0.973	-4.454	0.176	0.0272	0.00731	0.472	0.408	122.756	273493.0
849	0.523	0.3	-16.083	0.0339	0.116	1.91e-05	0.096	0.194	125.567	195467.0
850	0.427	0.9	-3.674	0.0499	0.116	1.75e-05	0.119	0.599	104.655	334667.0
851	0.282	0.605	-4.916	0.0294	0.0047	0.00144	0.103	0.0783	103.929	403453.0
852	0.607	0.614	-7.326	0.0264	0.248	0.0	0.359	0.623	130.092	234240.0
853	0.613	0.912	-4.638	0.0328	0.0378	3.65e-05	0.52	0.733	131.968	268240.0
854	0.631	0.623	-7.013	0.0297	0.541	5.3e-06	0.157	0.495	138.076	225040.0
855	0.549	0.651	-7.097	0.0323	0.583	0.0	0.121	0.368	122.818	212307.0
856	0.741	0.647	-12.878	0.0427	0.108	0.00139	0.0555	0.804	131.097	284000.0
857	0.719	0.313	-19.185	0.0364	0.0861	0.00253	0.0903	0.505	121.913	335067.0
858	0.752	0.652	-13.12	0.18	0.148	0.0455	0.354	0.874	165.396	262107.0
859	0.399	0.685	-6.135	0.0416	0.00875	0.0	0.211	0.235	167.965	234894.0
860	0.799	0.506	-9.414	0.0606	0.0453	0.00107	0.0365	0.518	140.309	242667.0
861	0.884	0.599	-10.892	0.0449	0.283	0.00396	0.137	0.963	113.743	200891.0
862	0.309	0.596	-5.599	0.0293	0.101	0.0	0.21	0.161	164.587	394400.0
863	0.464	0.46	-6.874	0.0393	0.717	0.0	0.151	0.476	143.603	259093.0
864	0.803	0.75	-4.67	0.0551	0.0233	3.87e-05	0.045	0.628	106.0	136058.0
865	0.755	0.618	-12.864	0.0455	0.0259	1.58e-06	0.0395	0.966	142.326	133107.0
866	0.399	0.698	-9.113	0.0771	0.202	0.189	0.349	0.808	77.48	305947.0
867	0.722	0.576	-12.231	0.0492	0.0161	0.00142	0.254	0.716	88.017	245028.0
868	0.727	0.579	-7.802	0.0275	0.0234	2.31e-06	0.0959	0.545	116.9	267733.0
869	0.565	0.894	-5.241	0.175	0.00777	0.0	0.49	0.737	182.262	229200.0
870	0.437	0.835	-5.076	0.0405	0.00145	2.27e-05	0.245	0.296	95.111	195880.0
871	0.262	0.777	-8.671	0.0632	0.0109	0.113	0.12	0.264	152.5	182733.0
872	0.55	0.722	-11.729	0.0283	0.25	0.0129	0.11	0.716	103.886	434720.0
873	0.385	0.433	-9.256	0.0435	0.241	7.07e-06	0.11	0.427	89.974	325600.0
874	0.457	0.297	-12.511	0.0306	0.686	0.000107	0.109	0.333	120.021	354880.0
875	0.776	0.549	-10.131	0.033	0.476	1.01e-05	0.12	0.639	128.739	196293.0
876	0.779	0.727	-8.59	0.053	0.165	0.0194	0.32	0.455	124.021	171599.0
877	0.515	0.277	-17.85	0.0255	0.062	0.0	0.258	0.413	82.167	229880.0
878	0.517	0.657	-9.216	0.0588	0.00637	3.92e-06	0.119	0.149	139.083	305547.0
879	0.292	0.324	-11.996	0.0346	0.797	0.000473	0.12	0.384	176.631	201373.0
880	0.53	0.221	-16.941	0.243	0.355	0.0	0.726	0.408	104.461	36779.0
881	0.705	0.842	-6.171	0.0503	0.231	0.0	0.382	0.712	107.931	240120.0
882	0.487	0.382	-10.889	0.0309	0.0422	4.74e-06	0.411	0.714	116.557	261280.0
883	0.722	0.696	-11.095	0.0901	0.161	0.0	0.0755	0.93	115.397	234640.0
884	0.472	0.783	-6.563	0.0377	0.0391	2.64e-05	0.128	0.296	138.357	247433.0
885	0.773	0.765	-4.874	0.0892	0.41	1.18e-05	0.0571	0.784	99.053	279399.0
886	0.338	0.873	-8.829	0.0443	0.013	0.00311	0.938	0.432	206.664	225093.0
887	0.498	0.868	-6.863	0.0327	0.00149	0.113	0.139	0.126	123.979	221048.0
888	0.307	0.433	-10.057	0.029	0.388	9.08e-05	0.332	0.224	160.9	266960.0
