,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
0,0.41245761479513326,1.2437179211417702,0.4357729186966136,-0.35156452268093025,-0.8320678582495704,-0.27239232322814827,0.5376692821752161,1.710658808751402,-1.2062167903533976,5
1,1.532356157984759,-1.2665190979920604,-1.5710732665712295,0.5391049195268292,-0.903581798118585,-0.2721472161108149,0.39443805206421517,-0.6564080893290997,-0.8774106656786914,4
2,1.804924057385409,0.1395741694581284,0.24158923228028878,-0.38561425990818865,-0.8001360525406152,-0.2694535074132692,-0.035255638268788476,1.4182331819434604,0.36948825628395493,5
3,0.19321821745113218,0.4234968484624932,0.727329873953588,-0.26375204246326384,0.10293532766577858,-0.27239232322814827,-0.3382447788882142,0.9400777651358799,-0.8406938103427922,5
4,-3.4805230353402337,1.6718552942435905,-0.36263160067021727,-0.8228845695635072,1.709504302397595,-0.2583156424341894,4.090905567621207,-2.106681130390108,-3.9281665224770195,3
5,-2.182862818628445,-1.554948486186971,0.5491874485890466,-0.5334618031318107,2.005538751157702,-0.2557843094843985,-0.5530916240547159,-1.1424669014558138,1.6519727019054846,3
6,-1.7266078565882268,-0.8248615973186038,-0.09584010107213628,-0.5701996775085895,0.016453353870691082,-0.22016042870319547,1.027960800632105,-1.6878011784760296,-0.37760204388403595,4
7,1.4079229865192449,-0.09477470845023661,0.6423393329423851,2.1878290378993417,-0.6484599754230771,-0.27239232322814827,-0.7982373832831603,0.3078061396051949,-1.2530813480043541,0
8,1.058325028592325,1.5817211104326807,0.5826770988550504,0.5032630908665571,-0.6930314542251607,-0.27239232322814827,1.0224519071662972,0.23667558173299275,-0.1364569827890629,5
9,0.7620555727220533,-0.17589547388005528,0.3687936181646058,0.9512859491199573,0.6051960216295555,-0.27188543923990965,-0.633521468655509,-1.0594812506049112,-0.021506827848567826,4
10,0.6435477903739445,-0.15786863711787336,0.11297771823353464,-0.5585510831940012,-0.8027970363496946,3.783914379241592,0.21264456769255966,-0.3363205789041903,0.7360740024153942,2
11,-1.394786066013523,1.5276406001461351,1.3073481025101752,-0.19565256800874695,-0.9298257509356327,-0.2723308920992448,0.30629575661129127,0.21691709343515883,1.3281375800540327,1
