,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster
0,-1.4122646737279492,1.3880681672732387,0.45586235060960295,0.084183071922073,-0.8165967298347251,-0.2692601615275018,-0.5543821389961445,0.07855039009974318,0.045337940799723586,0.5036974351312316,0
1,0.7144351729899452,0.7721486170069501,-1.4853554578680725,0.547572141590988,-0.7554096265956082,-0.2697432504405572,0.7184465746703301,0.7666028921858943,-0.6671906219554564,-0.6945343095040142,7
2,-2.2412019941739016,0.16140486128071452,0.6542054272577539,-0.25807109571720865,-0.7941450280901087,-0.2670450253040782,0.07889717174431832,-1.5655750654665825,0.6071971849786363,-0.25729636502145914,0
3,-2.016981243561472,-0.18019757836277295,-0.3976489646459969,-0.4157387459780013,-0.7493026939275562,-0.23120483892627014,1.1197324745454749,-1.0095326364551,1.731555218508946,0.9445402542514046,0
4,-0.2096261022612807,-0.6667222651277401,0.035756679516653476,-0.21769279504066422,-0.3689280306031817,-0.2697573437962054,-0.485411124955104,-0.24147402947521057,-0.9603280327784958,-0.2301883429667713,2
5,0.04856748935303262,0.18728383398097875,-0.09782131087903992,-0.2715305292760568,-0.7606441403110813,-0.2697658259084012,-0.529301770253948,-0.013456630528055704,-0.13343374506155534,0.3002205244184514,2
6,1.2783843336212084,0.7669728224668972,0.7970355728323697,-0.3061405012845235,0.2155926676246417,-0.2696914443091463,0.0914373561154166,1.2266379953248905,-0.49774877155158503,-0.8067618384205222,6
7,1.5297833570351442,1.2276185365316008,1.5137884693495216,0.030345337686680424,-0.15082329245847145,-0.25515049412498775,0.7309867590414284,0.9226147967286845,-0.4847697665805958,-0.12283612908880406,6
8,0.24560996716395594,-1.717408556758468,-1.7718831385653282,0.42066891089327696,-0.7135335168718239,-0.26089223161132874,-0.5230316780683989,0.02654642191881313,0.3430650287429388,0.7121290634076103,7
9,-0.6444784670853866,-0.5683821688667366,0.17424987735114955,-0.5637925151253311,-0.632834763758281,-0.2696138003590469,-0.5230316780683989,-1.6135787284028253,-0.03652384127816835,0.5252949219469173,2
10,-0.8143426720948033,-0.3458230036444641,0.14562602226635804,-0.5368736480076348,-0.40207995080117764,-0.2697447511219456,-0.4979513093262023,-0.589500585762973,0.6443284252869446,-0.07287606032251931,2
11,1.434659402229871,-0.4389873053654154,-0.4713770762280357,-0.4580398228772384,-0.2424272824792497,-0.2677366436831148,-0.6340123097526186,-0.06546059870898577,-0.45200248156688044,-0.020994450449839,7
12,1.0813418558102852,0.7928517951671615,1.3027236793303523,-0.4734220326587792,-0.813556349784988,-0.2696966640704975,-0.6791569734885723,0.6265922086218518,0.04289262102258076,-0.809731492857679,6
13,-0.4270522846733332,1.1810363856711252,-0.8937957861157159,0.06687808591783968,-0.8111571976653961,-0.26975212403485427,-0.827131149067532,1.086627311760848,-0.6454460860910168,0.15516799164310338,6
14,-0.4542305574748399,0.16140486128071452,0.2832518305528301,0.05534142858168406,-0.7026282799645883,-0.2697658259084012,2.637094783448366,-0.30147860814551447,0.11158729660816441,-1.2932769899538659,1
15,-2.1732563121701354,-0.9513909648306469,-1.9262784781135975,-0.40227931241915316,-0.23370309295346128,-0.2694676470412128,-0.5042214015117514,-0.4854926494011129,-0.817333256272031,1.5399480286488345,5
16,-0.8007535356940498,0.9222466586684828,0.006843694582520795,-0.1734689419187345,-0.7292370580182429,-0.2697658259084012,1.0695717370610818,0.5665876299515479,-0.6142588538563785,0.17254126412572113,1
17,1.3395354474245984,0.17693224490087306,0.33587346313295185,-0.40227931241915316,-0.4605320206239599,-0.2636326063207187,-0.6854270656741215,1.47465692049548,-0.2206376103448978,0.003143917167692091,6
