,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
A Shropshire Lad: The Lads In Their Hundreds,0.443,0.0164,-26.241,0.0831,0.991,2.45e-06,0.0938,0.431,143.416,130347.0
A Shropshire Lad: Is My Team Ploughing?,0.297,0.0104,-26.616,0.0566,0.981,0.0,0.11,0.04,91.546,198400.0
"La Gioconda / Act 2: ""Cielo e mar""",0.137,0.274,-16.387,0.0468,0.981,0.0361,0.0986,0.0519,73.004,361493.0
"Adriana Lecouvreur / Act 1: ""La dolcissima effigie""",0.285,0.231,-17.04,0.0445,0.974,0.854,0.115,0.0531,87.263,151000.0
Il giuramento / Act 1: Recitativo & Aria: La Dea di tutti i cor! - Bella adorata incognita,0.239,0.155,-18.129,0.0422,0.98,0.00246,0.076,0.0914,85.269,252467.0
"Mefistofele / Act 1: Dai campi, dai prati",0.28,0.191,-17.106,0.0418,0.983,0.842,0.0775,0.0717,92.19,155333.0
"Maristella / Act 1: ""Io conosco un giardino""",0.192,0.268,-14.196,0.0415,0.973,0.000395,0.084,0.232,171.747,124187.0
"Simon Boccanegra / Act 2: ""Oh inferno"" - ""Sento avvampar""",0.332,0.213,-14.444,0.0426,0.975,0.0154,0.105,0.0671,102.45,301573.0
Poliuto / Act 2: Scena & Aria: Veleno è l'aura ch'io respiro!,0.32,0.292,-14.199,0.0428,0.971,0.00592,0.102,0.29,77.176,504027.0
Il giuramento / Act 2: Recitativo & Aria: Compita è omai - Fu celeste,0.274,0.151,-18.366,0.043,0.978,0.00777,0.0906,0.0971,81.989,220653.0
"Adriana Lecouvreur / Act 2: ""L'anima ho stanca""",0.281,0.218,-16.73,0.0515,0.989,0.85,0.091,0.037,84.769,122400.0
"Il figliuol prodigo: ""Il padre!"" - ""Tenda natal""",0.193,0.195,-15.301,0.0399,0.983,0.00666,0.184,0.0965,82.197,280973.0
Mefistofele / Epilogue: Giunto sul passo estremo,0.189,0.103,-18.246,0.0424,0.974,1.3e-05,0.104,0.102,86.3,276747.0
Luisa Miller / Act 2: Oh! fede negar potessi - Quando le sere,0.234,0.21,-18.296,0.0527,0.974,0.0,0.858,0.0499,169.079,331813.0
"Luisa Miller / Act 2: L'ara, o l'avello apprestami",0.252,0.349,-12.968,0.0563,0.984,0.405,0.129,0.283,71.905,203840.0
"Toccata And Fugue In D Minor, BWV 565: Toccata",0.193,0.199,-12.866,0.0374,0.747,0.888,0.144,0.107,132.879,168720.0
"Toccata And Fugue In D Minor, BWV 565: Fugue",0.0873,0.198,-14.485,0.0337,0.746,0.401,0.103,0.135,170.945,368280.0
"Sonata No.1 In E-Flat, BWV 525: 1. (Allegro moderato)",0.24,0.149,-19.456,0.0327,0.792,0.854,0.104,0.357,72.651,199587.0
"Sonata No.1 In E-Flat, BWV 525: 2. Adagio",0.158,0.00668,-26.656,0.0485,0.0439,0.633,0.159,0.17,68.038,303760.0
"Sonata No.1 In E-Flat, BWV 525: 3. Allegro",0.373,0.212,-20.289,0.0313,0.847,0.834,0.211,0.494,105.225,229653.0
"Sei gegrüsset, Jesu gütig, BWV 768",0.125,0.153,-17.728,0.039,0.79,0.828,0.103,0.0709,96.457,1167000.0
"Prelude And Fugue In E-Flat, BWV 552: 1. Prelude",0.143,0.278,-12.008,0.0316,0.711,0.692,0.0628,0.224,102.076,495080.0
"Prelude And Fugue In E-Flat, BWV 552: 2. Fugue",0.0606,0.288,-11.22,0.0341,0.735,0.915,0.0907,0.201,67.844,407920.0
"Wachet auf, ruft uns die Stimme, BWV 645 ""Sleepers, Awake"": Wachet auf, ruft uns die Stimme, BWV 645",0.162,0.127,-20.918,0.0386,0.322,0.942,0.0995,0.0854,66.734,271493.0
"Wo soll ich fliehen hin, BWV 646: Wo soll ich fliehen hin, BWV 646",0.191,0.0548,-26.927,0.0333,0.982,0.977,0.0914,0.256,77.16,114000.0
"Wer nur den lieben Gott läßt walten, BWV 647: Wer nur den lieben Gott läßt walten, BWV 647",0.166,0.0653,-22.265,0.058,0.98,0.72,0.108,0.244,83.295,206080.0
"Meine Seele erhebet den Herren, BWV 648: Meine Seele erhebet den Herren, BWV 648",0.227,0.0206,-23.594,0.0388,0.938,0.944,0.118,0.0794,60.617,114000.0
"Ach bleib bei uns, Herr Jesu Christ, BWV 649: Ach bleib bei uns, Herr Jesu Christ, BWV 649",0.252,0.107,-24.016,0.0368,0.951,0.874,0.0924,0.238,114.728,134507.0
"Kommst du nun, Jesu, vom Himmel herunter, BWV 650: Kommst du nun, Jesu, vom Himmel herunter, BWV 650",0.506,0.109,-24.582,0.0384,0.972,0.926,0.127,0.754,108.709,174907.0
"Dichterliebe, Op.48: 1. Im wunderschönen Monat Mai",0.365,0.0296,-25.43,0.0373,0.995,0.00183,0.0949,0.0693,74.015,93493.0
"Dichterliebe, Op.48: 2. Aus meinen Tränen sprießen",0.309,0.00387,-30.436,0.038,0.983,0.0,0.129,0.352,81.744,57933.0
"Dichterliebe, Op.48: 3. Die Rose, die Lilie, die Taube, die Sonne",0.495,0.107,-28.072,0.0446,0.979,0.000128,0.121,0.823,102.66,33333.0
"Dichterliebe, Op.48: 4. Wenn ich in deine Augen seh'",0.185,0.00765,-28.483,0.0428,0.992,0.849,0.105,0.038,88.169,113453.0
"Dichterliebe, Op.48: 5. Ich will meine Seele tauchen",0.305,0.0373,-28.759,0.0499,0.983,0.0,0.095,0.199,119.398,56333.0
"Dichterliebe, Op.48: 6. Im Rhein, im heiligen Strome",0.392,0.0315,-23.887,0.0323,0.983,7.47e-06,0.0788,0.0859,56.757,150760.0
"Dichterliebe, Op.48: 7. Ich grolle nicht",0.393,0.16,-18.306,0.0297,0.98,0.0365,0.105,0.206,106.276,96173.0
"Dichterliebe, Op.48: 8. Und wüßten's die Blumen, die kleinen",0.338,0.0423,-24.937,0.036,0.981,0.0,0.113,0.326,85.505,78827.0
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",0.257,0.109,-21.356,0.0597,0.9,0.867,0.0762,0.307,75.02,151480.0
"The Well-Tempered Clavier: Book 1, BWV 846-869: I. Prelude in C Major, BWV 846",0.25,0.125,-25.418,0.0447,0.989,0.897,0.101,0.209,134.228,139307.0
"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",0.289,0.0306,-30.79,0.0446,0.987,0.911,0.102,0.118,125.61,212067.0
"Suite No. 3 in D Major, BWV 1068: II. Air",0.0769,0.0846,-25.997,0.045,0.922,0.929,0.113,0.0586,176.329,363253.0
"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",0.0939,0.0336,-24.041,0.0606,0.927,0.83,0.0954,0.0516,67.359,207267.0
Gnossienne No. 1,0.376,0.00579,-31.615,0.0576,0.996,0.944,0.0882,0.0369,71.827,296480.0
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",0.169,0.0161,-31.034,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267.0
"Suite bergamasque, L. 75: III. Clair de lune",0.335,0.00501,-33.366,0.0451,0.993,0.919,0.0618,0.0383,132.085,294960.0
Meditation: Méditation from Thaïs,0.114,0.0701,-23.417,0.0445,0.87,0.431,0.0916,0.0371,89.33,331933.0
"An der schönen blauen Donau, Op.314",0.233,0.0252,-24.824,0.0346,0.975,0.601,0.143,0.0936,94.736,707173.0
"Danse Macabre, Op.40, R.171",0.371,0.131,-23.899,0.0422,0.898,0.925,0.0847,0.0656,106.872,442693.0
Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,0.0783,0.0523,-23.247,0.0471,0.896,0.945,0.0806,0.0327,82.015,583293.0
The Lark Ascending,0.0946,0.0129,-32.298,0.0491,0.903,0.294,0.082,0.0382,82.741,933076.0
"Piano Concerto No.3 in C, Op.26: 1. Andante - Allegro",0.353,0.254,-16.205,0.0349,0.948,0.859,0.0843,0.0986,133.808,564640.0
"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",0.194,0.0545,-24.877,0.0366,0.983,0.945,0.0551,0.0385,140.966,644273.0
Rodrigo: Concierto de Aranjuez: II. Adagio,0.253,0.098,-19.878,0.0437,0.93,0.862,0.122,0.062,84.865,640267.0
"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",0.205,0.0525,-23.841,0.0327,0.98,0.906,0.103,0.0511,88.316,174653.0
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",0.184,0.00527,-37.264,0.0432,0.995,0.887,0.173,0.151,170.612,315427.0
Scheherazade: The Tale of the Kalendar Prince,0.235,0.0639,-24.404,0.049,0.962,0.603,0.466,0.0781,120.736,200360.0
"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",0.148,0.0722,-25.217,0.0427,0.944,0.148,0.115,0.0467,87.882,478573.0
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",0.302,0.119,-18.059,0.0386,0.975,0.887,0.11,0.0381,94.4,820853.0
"Ständchen in D Minor (After Schubert), S. 560",0.341,0.0142,-28.293,0.0388,0.993,0.921,0.113,0.0384,76.382,357747.0
"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",0.279,0.0292,-26.804,0.0406,0.987,0.902,0.104,0.0338,136.732,293147.0
"Andante festivo for Strings and Timpani, JS 34b",0.113,0.161,-20.046,0.0442,0.484,0.928,0.16,0.0365,65.062,337840.0
O Magnum Mysterium: O magnum mysterium,0.0623,0.0116,-27.893,0.0567,0.991,0.445,0.0816,0.0331,65.057,415800.0
Spring 1 - 2012,0.701,0.341,-12.26,0.0418,0.499,0.903,0.359,0.163,105.513,151507.0
"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",0.21,0.101,-19.383,0.0403,0.927,0.902,0.0776,0.153,86.314,341693.0
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",0.302,0.119,-18.059,0.0386,0.975,0.887,0.11,0.0381,94.4,820853.0
"Barber: Adagio for Strings, Op. 11",0.102,0.0733,-24.133,0.0488,0.974,0.859,0.28,0.0308,73.954,537427.0
Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,0.165,0.106,-21.742,0.039,0.807,0.782,0.105,0.0336,105.651,592040.0
"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",0.327,0.332,-12.971,0.0404,0.877,0.751,0.129,0.285,118.85,435160.0
"Elégie in C Minor, Op. 24 (Arr. Parkin)",0.115,0.0422,-24.137,0.0404,0.966,0.919,0.0896,0.037,87.855,455467.0
"Ravel: Pavane pour une infante défunte, M. 19",0.491,0.0176,-26.911,0.0644,0.994,0.927,0.0985,0.0901,125.793,346587.0
"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",0.25,0.135,-18.615,0.0488,0.958,0.0349,0.0477,0.179,94.404,364093.0
Spiegel im Spiegel - Version for Violin and Piano,0.176,0.006,-42.238,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,636000.0
"Symphony No. 8 In B Minor, D.759 - ""Unfinished"": 1. Allegro moderato",0.101,0.0326,-17.268,0.0386,0.903,0.863,0.117,0.0526,73.674,902467.0
The Sorcerer's Apprentice,0.351,0.206,-22.657,0.0597,0.797,0.255,0.0738,0.0839,130.415,577440.0
"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",0.299,0.00626,-30.923,0.0478,0.994,0.901,0.0823,0.0634,69.043,378733.0
"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",0.171,0.037,-25.191,0.0409,0.991,0.898,0.123,0.037,67.89,330000.0
"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",0.225,0.0047,-30.928,0.0509,0.992,0.881,0.0722,0.186,163.665,259493.0
Il barbiere di Siviglia: Overture (Sinfonia),0.322,0.14,-20.747,0.0489,0.906,0.759,0.125,0.285,92.122,425000.0
"Turandot: ""Nessun dorma!""",0.212,0.301,-12.505,0.0384,0.963,0.0033,0.13,0.0798,84.025,177333.0
"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",0.436,0.151,-20.745,0.0603,0.955,0.793,0.11,0.359,103.777,153267.0
"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",0.465,0.128,-17.628,0.0519,0.978,0.271,0.0423,0.428,111.471,268853.0
"Dolly, Op. 56: 1. Berceuse",0.37,0.0076,-33.663,0.0384,0.995,0.91,0.0864,0.278,62.668,176518.0
"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",0.395,0.0983,-23.431,0.0511,0.995,0.881,0.151,0.496,142.705,70507.0
"Symphonic Variations on an African Air, Op.63",0.224,0.0291,-26.167,0.0455,0.959,0.845,0.11,0.0538,120.946,1215573.0
The Rite of Spring: Part One: Adoration of the Earth: Introduction,0.101,0.0241,-30.172,0.0485,0.947,0.847,0.0693,0.0329,87.14,208587.0
"Rêverie, L. 68: Rêverie",0.296,0.00896,-31.948,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000.0
Violin Concerto No. 10 in G Major: Largo,0.212,0.0517,-24.467,0.0525,0.928,0.639,0.112,0.152,185.678,397640.0
"The Gadfly Suite, Op. 97a: VIII. Romance",0.116,0.0694,-23.624,0.0497,0.969,0.644,0.109,0.0377,169.789,195333.0
"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",0.48,0.163,-19.117,0.0645,0.81,0.754,0.093,0.212,158.366,204147.0
Young Person's Guide To The Orchestra,0.218,0.117,-18.585,0.0489,0.94,0.861,0.15,0.0599,77.009,1050893.0
Rhapsody In Blue,0.305,0.184,-18.342,0.0409,0.969,0.781,0.132,0.0771,70.813,987267.0
"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",0.193,0.0839,-22.849,0.0406,0.971,0.822,0.118,0.0569,85.556,580253.0
"Pelléas et Mélisande, Op. 80: 4. Sicilienne",0.164,0.0194,-34.126,0.0434,0.938,0.859,0.0939,0.0581,101.708,233400.0
"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",0.241,0.122,-22.411,0.0497,0.925,0.66,0.126,0.187,66.325,209373.0
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",0.248,0.298,-15.661,0.0395,0.957,0.9,0.0943,0.157,97.853,442000.0
On The Nature Of Daylight,0.065,0.341,-12.743,0.0482,0.154,0.854,0.109,0.0334,65.38,371747.0
"St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""",0.24,0.0648,-25.208,0.0426,0.935,0.0272,0.258,0.0771,95.286,423107.0
"Hungarian Dance No. 5 in G Minor, WoO 1, No. 5",0.349,0.0503,-18.668,0.038,0.903,0.153,0.228,0.295,107.272,150507.0
"Ave Maria, D. 839",0.12,0.138,-15.538,0.048,0.994,0.686,0.11,0.043,67.891,256573.0
"Cello Concerto No.1, Op.107: 1. Allegretto",0.463,0.162,-24.484,0.045,0.963,0.825,0.0943,0.374,125.514,359667.0
"Goldberg Variations, BWV 988: Aria da capo - 1981 Version",0.436,0.00518,-36.593,0.067,0.995,0.932,0.0788,0.275,135.286,224133.0
"Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro",0.231,0.132,-20.277,0.0442,0.963,0.671,0.135,0.0557,121.238,942000.0
Piazzolla: Libertango,0.367,0.316,-14.49,0.0429,0.927,0.779,0.113,0.242,149.089,273562.0
Symphony No. 3 in C Minor: II. Andante ma non troppo,0.096,0.0325,-24.978,0.0416,0.977,0.852,0.0738,0.035,87.85,572520.0
"Mephisto Waltz No. 1, S. 514",0.356,0.152,-20.155,0.0406,0.981,0.903,0.0807,0.04,132.413,662600.0
"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live",0.154,0.00261,-36.267,0.0419,0.89,0.763,0.125,0.0366,83.549,775307.0
Merry Christmas Mr. Lawrence (Arr. Metcalfe),0.339,0.0592,-17.647,0.0373,0.984,0.863,0.12,0.198,105.908,277148.0
"Tsar Saltan, Op. 57: Flight of the Bumblebee",0.458,0.11,-22.234,0.0309,0.977,0.903,0.359,0.481,83.43,84267.0
"Symphony No.5 in E flat, Op.82: 3. Allegro molto",0.162,0.139,-20.694,0.0386,0.865,0.918,0.216,0.0903,94.009,481600.0
"String Sextet in D Minor, Op. 70, ""Souvenir de Florence"": I. Allegro con spirito",0.352,0.235,-16.235,0.0398,0.894,0.675,0.396,0.329,109.16,626240.0
"Sonata for 2 pianos in D, K.448: 1. Allegro con spirito",0.377,0.173,-21.377,0.0329,0.991,0.908,0.0948,0.557,132.135,503000.0
Hummel: Trumpet Concerto In E Flat - Iii Rondo,0.496,0.249,-18.131,0.0411,0.98,0.934,0.12,0.719,144.239,224640.0
"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",0.243,0.0325,-23.379,0.0454,0.992,0.879,0.108,0.0404,74.26,237960.0
"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse",0.0,0.0842,-19.397,0.0,0.755,0.889,0.262,0.0,0.0,432533.0
"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",0.0716,0.0408,-28.284,0.0399,0.851,0.901,0.0844,0.0377,77.047,349760.0
"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",0.442,0.00919,-32.452,0.047,0.984,0.936,0.0873,0.0929,79.314,273667.0
"Violin Concerto In E Minor, Op.64, MWV O14: 1. Allegro molto appassionato",0.24,0.169,-17.369,0.0452,0.948,0.102,0.0914,0.103,88.893,840533.0
"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio",0.15,0.0115,-26.636,0.0425,0.976,0.191,0.0836,0.0955,101.769,394560.0
"Respighi: Pini di Roma, P. 141: III. I pini del Gianicolo",0.0754,0.0102,-35.69,0.0464,0.901,0.106,0.0817,0.0331,81.324,462162.0
"The Nutcracker, Op.71, TH.14 / Act 2: No. 12b Coffee (Arabian Dance)",0.156,0.00709,-34.153,0.0382,0.941,0.799,0.0986,0.041,97.925,191160.0
"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",0.169,0.0974,-21.414,0.042,0.864,0.632,0.087,0.0524,170.379,473893.0
Orfeo Ed Euridice: Dance of the Blessed Spirits (Act II),0.201,0.0659,-27.143,0.0521,0.972,0.931,0.0551,0.089,91.363,409000.0
"Comptine d'un autre été, l'après-midi",0.483,0.192,-15.378,0.0469,0.991,0.908,0.106,0.0542,100.848,140733.0
Appalachian Spring: VII. Doppio movimento,0.186,0.124,-15.271,0.0434,0.978,0.865,0.111,0.248,77.903,183267.0
Nascence,0.184,0.109,-18.185,0.0413,0.935,0.945,0.129,0.0374,105.838,106960.0
Speaking Unto Nations (Beethoven Symphony no 7 - II ),0.0992,0.0249,-20.744,0.0427,0.509,0.805,0.0831,0.0364,82.834,302987.0
"Symphony No. 3 in F Major, Op. 90: I. Allegro con brio - Un poco sostenuto - Tempo I",0.156,0.0978,-16.326,0.0371,0.976,0.893,0.0854,0.0638,179.447,703720.0
"Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons)",0.364,0.0592,-21.757,0.057,0.978,0.0,0.0823,0.185,123.789,275467.0
"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",0.343,0.0209,-27.015,0.0398,0.987,0.922,0.126,0.0393,125.242,497773.0
"Tchaikovsky: 1812 Overture in E-Flat Major, Op. 49",0.173,0.182,-18.848,0.0437,0.886,0.894,0.224,0.0781,70.831,905667.0
Parce Mihi Domine,0.193,0.0656,-19.239,0.0471,0.995,0.829,0.119,0.0359,128.975,402493.0
"Organ Sonata No. 4, BWV 528: II. Andante [Adagio] (Transcr. by August Stradal)",0.384,0.0414,-23.019,0.0378,0.992,0.897,0.0684,0.0621,71.257,326520.0
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",0.257,0.109,-21.356,0.0597,0.9,0.867,0.0762,0.307,75.02,151480.0
"The Well-Tempered Clavier: Book 1, BWV 846-869: I. Prelude in C Major, BWV 846",0.25,0.125,-25.418,0.0447,0.989,0.897,0.101,0.209,134.228,139307.0
"Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""",0.289,0.0306,-30.79,0.0446,0.987,0.911,0.102,0.118,125.61,212067.0
"Suite No. 3 in D Major, BWV 1068: II. Air",0.0769,0.0846,-25.997,0.045,0.922,0.929,0.113,0.0586,176.329,363253.0
"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",0.0939,0.0336,-24.041,0.0606,0.927,0.83,0.0954,0.0516,67.359,207267.0
Gnossienne No. 1,0.376,0.00579,-31.615,0.0576,0.996,0.944,0.0882,0.0369,71.827,296480.0
"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",0.169,0.0161,-31.034,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267.0
"Suite bergamasque, L. 75: III. Clair de lune",0.335,0.00501,-33.366,0.0451,0.993,0.919,0.0618,0.0383,132.085,294960.0
Meditation: Méditation from Thaïs,0.114,0.0701,-23.417,0.0445,0.87,0.431,0.0916,0.0371,89.33,331933.0
"An der schönen blauen Donau, Op.314",0.233,0.0252,-24.824,0.0346,0.975,0.601,0.143,0.0936,94.736,707173.0
"Danse Macabre, Op.40, R.171",0.371,0.131,-23.899,0.0422,0.898,0.925,0.0847,0.0656,106.872,442693.0
Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto. Sehr langsam,0.0783,0.0523,-23.247,0.0471,0.896,0.945,0.0806,0.0327,82.015,583293.0
The Lark Ascending,0.0946,0.0129,-32.298,0.0491,0.903,0.294,0.082,0.0382,82.741,933076.0
"Piano Concerto No.3 in C, Op.26: 1. Andante - Allegro",0.353,0.254,-16.205,0.0349,0.948,0.859,0.0843,0.0986,133.808,564640.0
"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",0.194,0.0545,-24.877,0.0366,0.983,0.945,0.0551,0.0385,140.966,644273.0
Rodrigo: Concierto de Aranjuez: II. Adagio,0.253,0.098,-19.878,0.0437,0.93,0.862,0.122,0.062,84.865,640267.0
"Rhapsody on a Theme of Paganini, Op. 43: Variation No. 18 Andante cantabile",0.205,0.0525,-23.841,0.0327,0.98,0.906,0.103,0.0511,88.316,174653.0
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",0.184,0.00527,-37.264,0.0432,0.995,0.887,0.173,0.151,170.612,315427.0
Scheherazade: The Tale of the Kalendar Prince,0.235,0.0639,-24.404,0.049,0.962,0.603,0.466,0.0781,120.736,200360.0
"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",0.148,0.0722,-25.217,0.0427,0.944,0.148,0.115,0.0467,87.882,478573.0
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",0.302,0.119,-18.059,0.0386,0.975,0.887,0.11,0.0381,94.4,820853.0
"Ständchen in D Minor (After Schubert), S. 560",0.341,0.0142,-28.293,0.0388,0.993,0.921,0.113,0.0384,76.382,357747.0
"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",0.279,0.0292,-26.804,0.0406,0.987,0.902,0.104,0.0338,136.732,293147.0
"Andante festivo for Strings and Timpani, JS 34b",0.113,0.161,-20.046,0.0442,0.484,0.928,0.16,0.0365,65.062,337840.0
O Magnum Mysterium: O magnum mysterium,0.0623,0.0116,-27.893,0.0567,0.991,0.445,0.0816,0.0331,65.057,415800.0
Spring 1 - 2012,0.701,0.341,-12.26,0.0418,0.499,0.903,0.359,0.163,105.513,151507.0
"Prokofiev: Romeo and Juliet, Op. 64, Act 1, Scene 2: Dance of the Knights",0.21,0.101,-19.383,0.0403,0.927,0.902,0.0776,0.153,86.314,341693.0
"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",0.302,0.119,-18.059,0.0386,0.975,0.887,0.11,0.0381,94.4,820853.0
"Barber: Adagio for Strings, Op. 11",0.102,0.0733,-24.133,0.0488,0.974,0.859,0.28,0.0308,73.954,537427.0
Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,0.165,0.106,-21.742,0.039,0.807,0.782,0.105,0.0336,105.651,592040.0
"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",0.327,0.332,-12.971,0.0404,0.877,0.751,0.129,0.285,118.85,435160.0
"Elégie in C Minor, Op. 24 (Arr. Parkin)",0.115,0.0422,-24.137,0.0404,0.966,0.919,0.0896,0.037,87.855,455467.0
"Ravel: Pavane pour une infante défunte, M. 19",0.491,0.0176,-26.911,0.0644,0.994,0.927,0.0985,0.0901,125.793,346587.0
"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso",0.25,0.135,-18.615,0.0488,0.958,0.0349,0.0477,0.179,94.404,364093.0
Spiegel im Spiegel - Version for Violin and Piano,0.176,0.006,-42.238,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,636000.0
"Symphony No. 8 In B Minor, D.759 - ""Unfinished"": 1. Allegro moderato",0.101,0.0326,-17.268,0.0386,0.903,0.863,0.117,0.0526,73.674,902467.0
The Sorcerer's Apprentice,0.351,0.206,-22.657,0.0597,0.797,0.255,0.0738,0.0839,130.415,577440.0
"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",0.299,0.00626,-30.923,0.0478,0.994,0.901,0.0823,0.0634,69.043,378733.0
"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio",0.171,0.037,-25.191,0.0409,0.991,0.898,0.123,0.037,67.89,330000.0
"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",0.225,0.0047,-30.928,0.0509,0.992,0.881,0.0722,0.186,163.665,259493.0
Il barbiere di Siviglia: Overture (Sinfonia),0.322,0.14,-20.747,0.0489,0.906,0.759,0.125,0.285,92.122,425000.0
"Turandot: ""Nessun dorma!""",0.212,0.301,-12.505,0.0384,0.963,0.0033,0.13,0.0798,84.025,177333.0
"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",0.436,0.151,-20.745,0.0603,0.955,0.793,0.11,0.359,103.777,153267.0
"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",0.465,0.128,-17.628,0.0519,0.978,0.271,0.0423,0.428,111.471,268853.0
"Dolly, Op. 56: 1. Berceuse",0.37,0.0076,-33.663,0.0384,0.995,0.91,0.0864,0.278,62.668,176518.0
"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",0.395,0.0983,-23.431,0.0511,0.995,0.881,0.151,0.496,142.705,70507.0
"Symphonic Variations on an African Air, Op.63",0.224,0.0291,-26.167,0.0455,0.959,0.845,0.11,0.0538,120.946,1215573.0
The Rite of Spring: Part One: Adoration of the Earth: Introduction,0.101,0.0241,-30.172,0.0485,0.947,0.847,0.0693,0.0329,87.14,208587.0
"Rêverie, L. 68: Rêverie",0.296,0.00896,-31.948,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000.0
Violin Concerto No. 10 in G Major: Largo,0.212,0.0517,-24.467,0.0525,0.928,0.639,0.112,0.152,185.678,397640.0
